Account Name,PTB Score,Segment,RVP,AE,City,State,Sub-Sector,Lat,Lon,AE_Layer
"HHUNY, INC.",2,MM,Bryan Rees,Hilary Kersten,Rochester,NY,Associations and Unions,43.157285,-77.615214,Mid-Market
HIGH PEAKS HOSPICE AND PALLIATIVE CARE INC,5,GRB,Maxwell Byrne,Samuel Fishman,Saranac Lake,NY,Associations and Unions,44.3296606,-74.1311198,
HOTEL TRADES COUNCIL AND HOTEL INDUSTRY TRAINING FUND,1,MM,Jessica Lanzarone,Jessica Baltusis,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
HealthCorps,3,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Membership Organizations,40.7127281,-74.0060152,
HealtheConnections - Carahsoft,4,MM,Jessica Lanzarone,Chris Cianciola,Syracuse,NY,Membership Organizations,43.0481221,-76.1474244,Mid-Market
Helios Care (FKA: Catskill Area Hospice & Palliative Care),1,MM,Bryan Rees,Hilary Kersten,Oneonta,NY,Associations and Unions,42.453492,-75.0629531,Mid-Market
Hetrick-Martin Institute,1,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Membership Organizations,40.7127281,-74.0060152,
Holy Name Province,1,MM,Bryan Rees,Savannah Saterdalen,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
Housing Court Answers,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
Housing Works Food Services Corp,1,ENTR,Tricia Lane,William Hranchak,Brooklyn,NY,Associations and Unions,40.6526006,-73.9497211,Enterprise
Hudson River Community Sailing,2,GRB,Maxwell Byrne,Tyler Overcash,New York,NY,Membership Organizations,40.7127281,-74.0060152,
Hudson Valley Care Coalition Inc,3,GRB,Maxwell Byrne,Samuel Fishman,Ossining,NY,Associations and Unions,41.1613168,-73.8620367,
"Hudson Valley Technology Development Center, Inc.",1,ESB,Myron Bryant,Tyler Bryant,Highland,NY,Associations and Unions,41.721256,-73.9608072,Small Business
Hunts Point Alliance For Children,1,ESB,Myron Bryant,Tyler Bryant,Bronx,NY,Membership Organizations,40.8466508,-73.8785937,Small Business
"I Challenge Myself, Inc.",1,ESB,Myron Bryant,Ryan Glubo,Washington Heights,NY,Membership Organizations,40.8401984,-73.9402214,Small Business
I Have a Dream Foundation - National (2nd Org),5,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Membership Organizations,40.7127281,-74.0060152,
IDiF,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
IEEE Communications Society,5,ENTR,Tricia Lane,Anish Patel,New York,NY,Associations and Unions,40.7127281,-74.0060152,Enterprise
"IEEE Global Spec, Inc.",4,ENTR,Tricia Lane,Anish Patel,Albany,NY,Associations and Unions,42.6511674,-73.754968,Enterprise
"Important Gifts, Inc.",1,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Associations and Unions,40.7127281,-74.0060152,
"Institute of Electrical and Electronics Engineers, Inc. (HQ)",4,ENTR,Tricia Lane,Anish Patel,New York,NY,Associations and Unions,40.7127281,-74.0060152,Enterprise
Instituto Dominicano de Periodismo Digital,1,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Associations and Unions,40.7127281,-74.0060152,
Interger,1,GRB,Maxwell Byrne,Sharon Baldessari,Thornwood,NY,Associations and Unions,41.1187775,-73.7770788,
Interns 4-Good,1,MM,Jessica Lanzarone,Nettie Stein-Miller,Pleasantville,NY,Membership Organizations,41.1328736,-73.7926335,Mid-Market
Interstate Renewable Energy Council (MAIN),2,MM,Jessica Lanzarone,Jessica Baltusis,Albany,NY,Membership Organizations,42.6511674,-73.754968,Mid-Market
Iraq And Afghanistan Veterans Of America Inc.,1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
Iraq and Afghanistan Veterans of America,3,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
"Iraq and Afghanistan Veterans of America, Inc",1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
Iron Workers Local 440,1,MM,Jessica Lanzarone,Jessica Baltusis,Utica,NY,Associations and Unions,43.1009031,-75.2326641,Mid-Market
JOURNALISTS AND WRITERS FOUNDATION INC,1,MM,Jessica Lanzarone,Evan Lang,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
JUNIOR ACHIEVEMENT OF NEW YORK,3,ENTR,Justin Simon,Velma Hutchins,New York,NY,Membership Organizations,40.7127281,-74.0060152,Enterprise
Jefferson Awards Foundation,4,GRB,Cisco Torres,Marcella Clark,New York,NY,Membership Organizations,40.7127281,-74.0060152,Small Business
Jefferson Awards for Public Service,1,GRB,Cisco Torres,Marcella Clark,New York,NY,Membership Organizations,40.7127281,-74.0060152,Small Business
Jerome L Greene Foundation,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
Jewish Management Organization,1,ESB,Myron Bryant,Stephanie Gallant,Brooklyn,NY,Associations and Unions,40.6526006,-73.9497211,Small Business
Knafayim Inc,3,GRB,Maxwell Byrne,Andrew Prince,Brooklyn,NY,Associations and Unions,40.6526006,-73.9497211,
Knock!,1,ESB,Mark Baxter,Natasha Nielsen,,NY,Associations and Unions,,,Small Business
L.I.F.E. Camps Incorporated,1,MM,Jessica Lanzarone,Bridget Knowles,Jamaica,NY,Membership Organizations,40.6987631,-73.8088251,Mid-Market
LOWER EASTSIDE SERVICE CENTER INC,3,MM,Jessica Lanzarone,Jessica Baltusis,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
"La Unidad Latina, Lambda Upsilon Lambda Fraternity, Inc.",3,MM,Jessica Lanzarone,Jessica Baltusis,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
Laboratoria,1,MM,Jessica Lanzarone,Evan Lang,Brooklyn,NY,Associations and Unions,40.6526006,-73.9497211,Mid-Market
Lake George Post No 374 American Legion Emergency Squad Inc,1,GRB,Maxwell Byrne,Samuel Fishman,Lake George,NY,Associations and Unions,43.425996,-73.712425,
Latin American Integration Center,1,GRB,Maxwell Byrne,Sharon Baldessari,Bronx,NY,Associations and Unions,40.8466508,-73.8785937,
Latinas On the Verge of Excellence - L.O.V.E. Mentoring Program,1,ESB,Myron Bryant,Tyler Bryant,Astoria,NY,Membership Organizations,40.7720145,-73.9302673,Small Business
Learning Through Expanded Arts Programs,3,MM,Jessica Lanzarone,Evan Lang,New York,NY,Membership Organizations,40.7127281,-74.0060152,Mid-Market
Learning through an Expanded Arts Program (LEAP),3,MM,Jessica Lanzarone,Evan Lang,New York,NY,Membership Organizations,40.7127281,-74.0060152,Mid-Market
Lev Community Nonprofit,1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Membership Organizations,40.7127281,-74.0060152,
Life Trusts,3,MM,Jessica Lanzarone,Jessica Baltusis,Cedarhurst,NY,Associations and Unions,40.6217711,-73.7235764,Mid-Market
LitWorld,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Membership Organizations,40.7127281,-74.0060152,Small Business
Long Island Youth Mentoring Inc,1,GRB,Maxwell Byrne,Sharon Baldessari,Brentwood,NY,Associations and Unions,40.782634,-73.2566332,
MARYHAVEN TRANSPORTATION SERVICES INC,4,MM,Jessica Lanzarone,Jessica Baltusis,Port Jefferson Station,NY,Membership Organizations,40.9225875,-73.0657356,Mid-Market
MENTAL HEALTH ASSOCIATION IN NIAGARA COUNTY INC,1,GRB,Maxwell Byrne,Samuel Fishman,Lockport,NY,Associations and Unions,43.1687104,-78.696567,
MENTAL HEALTH ASSOCIATION IN ORANGE COUNTY INC,3,MM,Jessica Lanzarone,Jessica Baltusis,Middletown,NY,Associations and Unions,41.45011,-74.4164807,Mid-Market
MENTAL HEALTH ASSOCIATION OF COLUMBIA-GREENE COUNTIES INC,3,MM,Jessica Lanzarone,Jessica Baltusis,Hudson,NY,Associations and Unions,42.2528649,-73.790959,Mid-Market
MENTAL HEALTH ASSOCIATION OF ROCKLAND COUNTY INC,3,MM,Jessica Lanzarone,Jessica Baltusis,Valley Cottage,NY,Associations and Unions,41.117785,-73.9442812,Mid-Market
MIRIAM OSBORN MEMORIAL HOME ASSOCIATION,2,MM,Jessica Lanzarone,Nettie Stein-Miller,Rye,NY,Associations and Unions,40.9808209,-73.684294,Mid-Market
MISSION: IGNITE,1,ESB,Myron Bryant,Tyler Bryant,Buffalo,NY,Membership Organizations,42.8867166,-78.8783922,Small Business
Maor,1,ESB,Myron Bryant,Stephanie Gallant,Brooklyn,NY,Associations and Unions,40.6526006,-73.9497211,Small Business
Medical Society Of The State Of New York,4,GRB,Maxwell Byrne,Sharon Baldessari,Westbury,NY,Associations and Unions,40.7556561,-73.5876273,
Medical Society of the State of New York,4,GRB,Maxwell Byrne,Sharon Baldessari,Westbury,NY,Associations and Unions,40.7556561,-73.5876273,
"Meloodramatics Theatre Company, Inc",1,GRB,Maxwell Byrne,Samuel Fishman,Ithaca,NY,Associations and Unions,42.4374175,-76.5483724,
Mental Health Advocates of WNY,1,GRB,Maxwell Byrne,Andrew Prince,Buffalo,NY,Associations and Unions,42.8867166,-78.8783922,
Mental Health America of Dutchess County,1,MM,Jessica Lanzarone,Jessica Baltusis,Poughkeepsie,NY,Associations and Unions,41.7065539,-73.9283672,Mid-Market
Mental Health Association - Nassau County,1,MM,Jessica Lanzarone,Jessica Baltusis,Hempstead,NY,Associations and Unions,40.6736812,-73.6190736,Mid-Market
"Mental Health Association Of Nassau County, Inc.",3,MM,Jessica Lanzarone,Jessica Baltusis,Hempstead,NY,Associations and Unions,40.6736812,-73.6190736,Mid-Market
"Mental Health Association Of Westchester, Inc.",3,MM,Jessica Lanzarone,Nettie Stein-Miller,Tarrytown,NY,Associations and Unions,41.0762077,-73.8587461,Mid-Market
Mental Health Association Ulster Inc,1,GRB,Maxwell Byrne,Samuel Fishman,Lake Katrine,NY,Associations and Unions,41.988841,-73.9904623,
Mental Health Association of Westchester_OEM,4,MM,Jessica Lanzarone,Nettie Stein-Miller,Tarrytown,NY,Associations and Unions,41.0762077,-73.8587461,Mid-Market
Metro International Church,4,ESB,Myron Bryant,Stephanie Gallant,Brooklyn,NY,Membership Organizations,40.6526006,-73.9497211,Small Business
Metropolitan Development Center Inc,5,MM,Jessica Lanzarone,Evan Lang,Brooklyn,NY,Membership Organizations,40.6526006,-73.9497211,Mid-Market
Military Veterans in Journalism,1,ESB,Myron Bryant,Stephanie Gallant,Brooklyn,NY,Associations and Unions,40.6526006,-73.9497211,Small Business
NAF,3,MM,Jessica Lanzarone,Evan Lang,New York,NY,Membership Organizations,40.7127281,-74.0060152,Mid-Market
NAMIC,1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
NCSY JAX,1,MM,Bryan Rees,Savannah Saterdalen,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
NEW YORK COUNTY HEALTH SERVICES REVIEW ORGANIZATIONS INC,4,MM,Jessica Lanzarone,Jessica Baltusis,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
NEW YORK STATE SHERIFFS ASSOCIATION INSTITUTE INC,4,GRB,Maxwell Byrne,Andrew Prince,Albany,NY,Associations and Unions,42.6511674,-73.754968,
NY Assoc. for the Education of Young Children (NYAEYC),1,ESB,Myron Bryant,Tyler Bryant,Albany,NY,Associations and Unions,42.6511674,-73.754968,Small Business
NYAS,4,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Associations and Unions,40.7127281,-74.0060152,
NYC 2030 District,1,GRB,Salma Ferdowsi,Kayla DeSouza,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
NYC FIRST,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Membership Organizations,40.7127281,-74.0060152,Small Business
NYC Gay Hockey Association,1,MM,SARAH ANDREWS,Helen Lynch,New York,NY,Membership Organizations,40.7127281,-74.0060152,
NYCMS,1,GRB,Maxwell Byrne,Sharon Baldessari,New York City,NY,Associations and Unions,40.7127281,-74.0060152,
NYS SBDC,1,MM,Jessica Lanzarone,Jessica Baltusis,Albany,NY,Associations and Unions,42.6511674,-73.754968,Mid-Market
NYSSA,4,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Associations and Unions,40.7127281,-74.0060152,
NYeC - 2019 Project,1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
NYeHealth Contacts,1,GRB,Maxwell Byrne,Andrew Prince,Albany,NY,Associations and Unions,42.6511674,-73.754968,
National Bleeding Disorders Foundation,3,MM,Jessica Lanzarone,Chris Cianciola,New York,NY,Associations and Unions,40.7127281,-74.0060152,Mid-Market
National Executive Service Corps,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
National Guild for Community Arts Education,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
National Multiple Sclerosis Society,1,ENTR,Justin Raisor,Scott Zaleski,New York,NY,Associations and Unions,40.7127281,-74.0060152,Enterprise
Natl MS Society,3,ENTR,Tricia Lane,David Van Den Eynde,New York,NY,Associations and Unions,40.7127281,-74.0060152,Enterprise
Network for Teaching Entrepreneurship,3,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Membership Organizations,40.7127281,-74.0060152,
New Heights Youth Inc,3,GRB,Maxwell Byrne,Samuel Fishman,New York,NY,Membership Organizations,40.7127281,-74.0060152,
New York Association of Black Journalists,1,MM,SARAH ANDREWS,Helen Lynch,New York,NY,Membership Organizations,40.7127281,-74.0060152,
New York City Partnership Foundation,1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Membership Organizations,40.7127281,-74.0060152,
"New York City Partnership Foundation, Inc.",1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
New York Community College Trustees,1,MM,Jessica Lanzarone,Jessica Baltusis,,NY,Membership Organizations,,,Mid-Market
New York County Lawyers Association,3,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Associations and Unions,40.7127281,-74.0060152,
New York Ehealth Collaborative Inc,1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
"New York Ehealth Collaborative, Inc.",1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
New York Farm Bureau (NP),1,GRB,Maxwell Byrne,Andrew Prince,Albany,NY,Membership Organizations,42.6511674,-73.754968,
New York International Travel Show,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Membership Organizations,40.7127281,-74.0060152,Small Business
"New York Junior Tennis League, Inc.",3,MM,Jessica Lanzarone,Bridget Knowles,Queens,NY,Membership Organizations,40.7135078,-73.8283132,Mid-Market
New York State Defenders Association Inc,4,GRB,Maxwell Byrne,Andrew Prince,Albany,NY,Associations and Unions,42.6511674,-73.754968,
New York Women's Foundation- NPC ORG,1,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
New York eHealth Collaborative,3,GRB,Maxwell Byrne,Andrew Prince,New York,NY,Associations and Unions,40.7127281,-74.0060152,
New Yorkers for Children,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Membership Organizations,40.7127281,-74.0060152,Small Business
Nonprofit Association of Westchester Inc,3,MM,Jessica Lanzarone,Nettie Stein-Miller,White Plains,NY,Associations and Unions,41.0339862,-73.7629097,Mid-Market
Nonprofit New York,1,ESB,Myron Bryant,Ryan Glubo,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
Northeast Business Group on Health,2,ESB,Myron Bryant,Ryan Glubo,New York,NY,Associations and Unions,40.7127281,-74.0060152,Small Business
OASIS Inc.,1,GRB,Maxwell Byrne,Sharon Baldessari,New York,NY,Associations and Unions,40.7127281,-74.0060152,
